# NanoFASE model output data - SOIL.
# See summary.md for model run metadata.
# Columns:
#	t: timestep index
#	datetime: datetime of this timestep
#	x, y: grid cell (eastings and northings) index
#	easts, norths: eastings and northings at the centre of this grid cell (m)
#	p: soil profile index within this cell
#	land_use: dominant land use of this soil profile
#	m_np_total(kg), m_transformed_total(kg), m_dissolved_total(kg): NM mass (untransformed, transformed and dissolved) in whole soil profile, sum of free and attached NM
#	C_np_total(kg/kg), C_transformed_total(kg/kg), C_dissolved_total(kg/kg): NM concentration averaged over all soil layers, sum of free and attached NM
#	m_np_eroded(kg), m_transformed_eroded(kg): mass of NM eroded on this timestep
#	m_np_buried(kg), m_transformed_buried(kg), m_dissolved_buried(kg): mass of NM buried on this timestep
#	bulk_density(kg/m3): bulk density of this soil profile
t,datetime,x,y,easts,norths,p,land_use,m_np_total(kg),m_transformed_total(kg),m_dissolved_total(kg),C_np_total(kg/kg),C_transformed_total(kg/kg),C_dissolved_total(kg/kg),m_np_eroded(kg),m_transformed_eroded(kg),m_np_buried(kg),m_transformed_buried(kg),m_dissolved_buried(kg),bulk_density(kg/m3)
1,2015-01-01T00:00:00.000,12,5,447500.000,237500.000,1,arable,3.5951650978968306E-004,8.8459514768608004E-010,0.0000000000000000,2.7398759189933571E-014,6.7415010916225098E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1312.1634521484375
1,2015-01-01T00:00:00.000,13,5,452500.000,237500.000,1,arable,3.3327677293589224E-004,7.7967709597781757E-009,0.0000000000000000,2.5717665205870404E-014,6.0164632375685615E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1295.9060058593750
1,2015-01-01T00:00:00.000,5,6,412500.000,232500.000,1,arable,3.5631624550769498E-004,1.1730839026524579E-009,0.0000000000000000,2.7072578192070908E-014,8.9129828013223419E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1316.1518554687500
1,2015-01-01T00:00:00.000,6,6,417500.000,232500.000,1,arable,3.2468633777378271E-004,9.7095371466127755E-010,0.0000000000000000,2.5192499917439742E-014,7.5336558797507700E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1288.8214111328125
1,2015-01-01T00:00:00.000,7,6,422500.000,232500.000,1,arable,2.9976931130766652E-004,8.0381467324436383E-010,0.0000000000000000,2.3941603686345031E-014,6.4198073712535259E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1252.0853271484375
1,2015-01-01T00:00:00.000,9,6,432500.000,232500.000,1,arable,2.6385239759015754E-004,6.0279617465191873E-010,0.0000000000000000,2.0654378095977595E-014,4.7186912909576343E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1277.4647216796875
1,2015-01-01T00:00:00.000,10,6,437500.000,232500.000,1,arable,2.4874887283745739E-004,5.2532773142604894E-010,0.0000000000000000,1.9791027953240833E-014,4.1796273079232005E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1256.8769531250000
1,2015-01-01T00:00:00.000,11,6,442500.000,232500.000,1,arable,2.5716589774984257E-004,3.8948362132704687E-010,0.0000000000000000,1.9712030936760261E-014,2.9854320732791913E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1304.6138916015625
1,2015-01-01T00:00:00.000,12,6,447500.000,232500.000,1,arable,2.7254445487101672E-004,9.6302138335571313E-010,0.0000000000000000,2.1565447410957088E-014,7.6200365214597217E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1263.8015136718750
1,2015-01-01T00:00:00.000,13,6,452500.000,232500.000,1,arable,3.0247235227722673E-004,1.3170630612123860E-008,0.0000000000000000,2.2772504782988045E-014,9.9158897119517388E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1328.2348632812500
1,2015-01-01T00:00:00.000,29,6,532500.000,232500.000,1,arable,6.3575072218056972E-004,1.8556485706996947E-008,0.0000000000000000,4.8578114327888544E-014,1.4179127962394904E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1308.7183837890625
1,2015-01-01T00:00:00.000,30,6,537500.000,232500.000,1,arable,6.4345115433556805E-004,2.2429843017329565E-008,0.0000000000000000,5.2567661116296079E-014,1.8324380625973546E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1224.0437011718750
1,2015-01-01T00:00:00.000,31,6,542500.000,232500.000,1,arable,6.9635328258485138E-004,2.6423153429447200E-008,0.0000000000000000,5.5454152868948674E-014,2.1042100700914055E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1255.7279052734375
1,2015-01-01T00:00:00.000,32,6,547500.000,232500.000,1,arable,8.7921380058627024E-004,3.3101674786402378E-008,0.0000000000000000,6.8373475539750952E-014,2.5742049883926937E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1285.8989257812500
1,2015-01-01T00:00:00.000,4,7,407500.000,227500.000,1,arable,4.3826290115956551E-004,1.2623993922019025E-009,0.0000000000000000,3.3005822804153230E-014,9.5072000246529010E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1327.8350830078125
1,2015-01-01T00:00:00.000,5,7,412500.000,227500.000,1,arable,3.2270343761836790E-004,9.3296470007190795E-010,0.0000000000000000,2.4183372680856712E-014,6.9916308318366800E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1334.4020996093750
1,2015-01-01T00:00:00.000,6,7,417500.000,227500.000,1,arable,2.9151279441519759E-004,7.6338646843289462E-010,0.0000000000000000,2.3005266930649917E-014,6.0244043534266687E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1267.1567382812500
1,2015-01-01T00:00:00.000,7,7,422500.000,227500.000,1,arable,2.6999122632651447E-004,6.2803010538844392E-010,0.0000000000000000,2.2404240123970556E-014,5.2114794534800937E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1205.0898437500000
1,2015-01-01T00:00:00.000,8,7,427500.000,227500.000,1,arable,2.5856487358623024E-004,5.7424868241539434E-010,0.0000000000000000,2.1192582216526104E-014,4.7066766053825356E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1220.0725097656250
1,2015-01-01T00:00:00.000,9,7,432500.000,227500.000,1,arable,2.5153015232978981E-004,5.1115250252002632E-010,0.0000000000000000,1.8795523203856433E-014,3.8195733723517500E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1338.2449951171875
1,2015-01-01T00:00:00.000,10,7,437500.000,227500.000,1,arable,2.4915164584103769E-004,4.3828843615687542E-010,0.0000000000000000,1.9879896166535093E-014,3.4971186212234900E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1253.2844238281250
1,2015-01-01T00:00:00.000,11,7,442500.000,227500.000,1,arable,2.5138781559878555E-004,3.1708343785746400E-010,0.0000000000000000,1.9357094473597452E-014,2.4415718192229079E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1298.6856689453125
1,2015-01-01T00:00:00.000,12,7,447500.000,227500.000,1,arable,2.5830602581030255E-004,9.2738023824762686E-010,0.0000000000000000,2.0060256640051982E-014,7.2021105678046285E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1287.6506347656250
1,2015-01-01T00:00:00.000,14,7,457500.000,227500.000,1,arable,3.4877774729737311E-004,2.5858044803406479E-008,0.0000000000000000,2.7837510748059689E-014,2.0638461189581126E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1252.9056396484375
1,2015-01-01T00:00:00.000,24,7,507500.000,227500.000,1,arable,1.0625937603321877E-003,2.7054078832453453E-009,0.0000000000000000,8.1050788447614284E-014,2.0635867647187820E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1311.0220947265625
1,2015-01-01T00:00:00.000,25,7,512500.000,227500.000,1,arable,7.6037330852894269E-004,3.3713605806191045E-009,0.0000000000000000,5.8084903948361560E-014,2.5753817671402282E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1309.0721435546875
1,2015-01-01T00:00:00.000,28,7,527500.000,227500.000,1,arable,8.7432698723862920E-004,2.1050603369464386E-008,0.0000000000000000,6.8492341109705973E-014,1.6490456403503081E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1276.5324707031250
1,2015-01-01T00:00:00.000,29,7,532500.000,227500.000,1,arable,6.8245145242803367E-004,2.4241773570073486E-008,0.0000000000000000,5.3636858919925629E-014,1.9052675238960369E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1272.3553466796875
1,2015-01-01T00:00:00.000,30,7,537500.000,227500.000,1,arable,7.1502404134789774E-004,2.7739328826589076E-008,0.0000000000000000,5.7750996825469886E-014,2.2404475910839516E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1238.1154785156250
1,2015-01-01T00:00:00.000,31,7,542500.000,227500.000,1,arable,8.1813260263916097E-004,3.2174046642121942E-008,0.0000000000000000,6.3409616400303413E-014,2.4936592785096869E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1290.2342529296875
1,2015-01-01T00:00:00.000,32,7,547500.000,227500.000,1,arable,1.1193389567408232E-003,4.1923560104771653E-008,0.0000000000000000,8.6851907145000985E-014,3.2529388238299133E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1288.7902832031250
1,2015-01-01T00:00:00.000,3,8,402500.000,222500.000,1,arable,6.2975548474171483E-004,1.5299564242127690E-009,0.0000000000000000,4.7002384888790714E-014,1.1418971720972000E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1339.8372802734375
1,2015-01-01T00:00:00.000,4,8,407500.000,222500.000,1,arable,3.8801450674072626E-004,1.0628742441478012E-009,0.0000000000000000,2.8437084088377474E-014,7.7896686157660186E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1364.4665527343750
1,2015-01-01T00:00:00.000,5,8,412500.000,222500.000,1,arable,2.8861953845429525E-004,7.8123801890128169E-010,0.0000000000000000,2.1959844534832839E-014,5.9441108982612027E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1314.3059082031250
1,2015-01-01T00:00:00.000,6,8,417500.000,222500.000,1,arable,2.6656996388475275E-004,6.1633211701319444E-010,0.0000000000000000,2.2071711158669907E-014,5.1031647625566804E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1207.7448730468750
1,2015-01-01T00:00:00.000,7,8,422500.000,222500.000,1,arable,2.5535348559886396E-004,4.8472321306471522E-010,0.0000000000000000,1.9165349396458866E-014,3.6380508835320852E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1332.3706054687500
1,2015-01-01T00:00:00.000,8,8,427500.000,222500.000,1,arable,2.6066068249176299E-004,4.4557879258066694E-010,0.0000000000000000,2.0472065866589987E-014,3.4995375226009818E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1273.2504882812500
1,2015-01-01T00:00:00.000,9,8,432500.000,222500.000,1,arable,2.6751070182696660E-004,3.9721556812660746E-010,0.0000000000000000,2.0938079290778789E-014,3.1090087253205570E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1277.6276855468750
1,2015-01-01T00:00:00.000,10,8,437500.000,222500.000,1,arable,2.7575247087002899E-004,3.3867988316189029E-010,0.0000000000000000,2.1301596322093221E-014,2.6162674556518032E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1294.5155029296875
1,2015-01-01T00:00:00.000,11,8,442500.000,222500.000,1,arable,2.9482966720288022E-004,2.7975064633610433E-010,0.0000000000000000,2.2588939010392706E-014,2.1433630978037710E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1305.1948242187500
1,2015-01-01T00:00:00.000,12,8,447500.000,222500.000,1,arable,3.1965349838757447E-004,7.6837569108062164E-010,0.0000000000000000,2.4335483215308009E-014,5.8497072072307487E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1313.5284423828125
1,2015-01-01T00:00:00.000,13,8,452500.000,222500.000,1,arable,3.8230151226632814E-004,1.4195155356366640E-008,0.0000000000000000,2.9209709558009929E-014,1.0845794530926267E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1308.8165283203125
1,2015-01-01T00:00:00.000,14,8,457500.000,222500.000,1,arable,3.9648769096525100E-004,2.0682730338230427E-008,0.0000000000000000,2.9173601021534210E-014,1.5218372137973844E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1359.0632324218750
1,2015-01-01T00:00:00.000,15,8,462500.000,222500.000,1,arable,3.1276133642776574E-004,1.2947053615803015E-008,0.0000000000000000,2.4125565345590408E-014,9.9870077167629217E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1296.3896484375000
1,2015-01-01T00:00:00.000,16,8,467500.000,222500.000,1,arable,2.5746781584672280E-004,6.6554450027975433E-009,0.0000000000000000,2.0638419634187214E-014,5.3349528898696464E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1247.5170898437500
1,2015-01-01T00:00:00.000,17,8,472500.000,222500.000,1,arable,2.2035973253633329E-004,1.3556629321484783E-009,0.0000000000000000,1.7131628193503206E-014,1.0539454301367321E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1286.2742919921875
1,2015-01-01T00:00:00.000,19,8,482500.000,222500.000,1,arable,3.4550746846575360E-004,3.9229268536487233E-010,0.0000000000000000,2.6696784898863549E-014,3.0311800451345747E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1294.1912841796875
1,2015-01-01T00:00:00.000,23,8,502500.000,222500.000,1,urban_green_residential,8.0562475313883484E-004,2.8547842961108806E-009,0.0000000000000000,6.0037673471818539E-014,2.1274744443315736E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1341.8653564453125
1,2015-01-01T00:00:00.000,24,8,507500.000,222500.000,1,urban_green_residential,1.2219559790587209E-003,3.4263346739739146E-009,0.0000000000000000,8.7400132967681158E-014,2.4506783487222991E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1398.1168212890625
1,2015-01-01T00:00:00.000,25,8,512500.000,222500.000,1,arable,8.3065997386978937E-004,6.0513894042875608E-009,0.0000000000000000,6.3012143144264762E-014,4.5904585192451714E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1318.2537841796875
1,2015-01-01T00:00:00.000,26,8,517500.000,222500.000,1,arable,6.3721681299985160E-004,1.1368622256393005E-008,0.0000000000000000,4.8379519968614313E-014,8.6314183218032348E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1317.1209716796875
1,2015-01-01T00:00:00.000,28,8,527500.000,222500.000,1,arable,9.6975872466838621E-004,2.9004319610247767E-008,0.0000000000000000,7.3344778033271683E-014,2.1936542870982041E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1322.1918945312500
1,2015-01-01T00:00:00.000,29,8,532500.000,222500.000,1,arable,8.5735035369479751E-004,3.0118755579524925E-008,0.0000000000000000,6.6489667897018348E-014,2.3357849534018711E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1289.4489746093750
1,2015-01-01T00:00:00.000,30,8,537500.000,222500.000,1,arable,9.4536819731428018E-004,3.4160656566690943E-008,0.0000000000000000,7.3477984819845307E-014,2.6551096300617529E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1286.6005859375000
1,2015-01-01T00:00:00.000,31,8,542500.000,222500.000,1,arable,1.0964217735630452E-003,3.9883152999438741E-008,0.0000000000000000,8.3080486275664741E-014,3.0221141401015573E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1319.7103271484375
1,2015-01-01T00:00:00.000,32,8,547500.000,222500.000,1,arable,1.4158882286028007E-003,5.3790801546956962E-008,0.0000000000000000,1.1314003955064753E-013,4.2982866101579983E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1251.4475097656250
1,2015-01-01T00:00:00.000,33,8,552500.000,222500.000,1,arable,1.6565811163911301E-003,6.5414258962810018E-008,0.0000000000000000,1.1922146498584148E-013,4.7077584715556270E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1389.4990234375000
1,2015-01-01T00:00:00.000,34,8,557500.000,222500.000,1,arable,1.7766889489171124E-003,7.2977500950751833E-008,0.0000000000000000,1.4318187960309067E-013,5.8811958960141300E-018,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1240.8615722656250
1,2015-01-01T00:00:00.000,2,9,397500.000,217500.000,1,arable,6.6680319381138891E-004,1.6272563574470480E-009,0.0000000000000000,4.7613994204038014E-014,1.1619646620031585E-019,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1400.4353027343750
1,2015-01-01T00:00:00.000,3,9,402500.000,217500.000,1,arable,5.0089302240983275E-004,1.1553660245728025E-009,0.0000000000000000,3.8897400648030192E-014,8.9721224178202827E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1287.7287597656250
1,2015-01-01T00:00:00.000,4,9,407500.000,217500.000,1,arable,4.0625402633970254E-004,8.1593129773308464E-010,0.0000000000000000,2.9852104684260960E-014,5.9955754123962351E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1360.8890380859375
1,2015-01-01T00:00:00.000,5,9,412500.000,217500.000,1,arable,3.5198829422764726E-004,5.5120715256199603E-010,0.0000000000000000,2.5775353862574279E-014,4.0363726981439645E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1365.6002197265625
1,2015-01-01T00:00:00.000,6,9,417500.000,217500.000,1,arable,3.3066946387234696E-004,4.2113676321389477E-010,0.0000000000000000,2.5982674033522175E-014,3.3091229876440723E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1272.6536865234375
1,2015-01-01T00:00:00.000,7,9,422500.000,217500.000,1,arable,3.2112692608986319E-004,3.2696390360808333E-010,0.0000000000000000,2.4971541509030296E-014,2.5425437817752521E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1285.9715576171875
1,2015-01-01T00:00:00.000,8,9,427500.000,217500.000,1,arable,3.4782661692921699E-004,3.3038605324441155E-010,0.0000000000000000,2.7625150573734615E-014,2.6239982865359917E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1259.0939941406250
1,2015-01-01T00:00:00.000,9,9,432500.000,217500.000,1,arable,3.6160361500589468E-004,3.1120919398131191E-010,0.0000000000000000,2.7755803922216886E-014,2.3887652137536395E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1302.8035888671875
1,2015-01-01T00:00:00.000,10,9,437500.000,217500.000,1,arable,3.6077124864088806E-004,2.6677681456741810E-010,0.0000000000000000,2.8912287493915827E-014,2.1379552801232001E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1247.8128662109375
1,2015-01-01T00:00:00.000,11,9,442500.000,217500.000,1,arable,4.0774284796223797E-004,2.6128834705447537E-010,0.0000000000000000,3.1963632866553039E-014,2.0482823522955370E-020,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1275.6461181640625
