# NanoFASE model output data - SEDIMENT.
# See summary.md for model run metadata.
#\tx, y: grid cell (eastings and northings) index
#\teasts, norths: eastings and northings at the centre of this grid cell (m)
#\twaterbody_type: what is the dominant waterbody type in this cell?
#\tm_np_total(kg), C_np_total(kg/m3), C_np_total(kg/kg): NM mass (kg) and concentration (kg/m3 and kg/kg dry weight) for all layers
#\tC_np_li(kg/m3), C_np_li(kg/kg): NM conc for layer i (kg/m3 and kg/kg)
#\tm_np_buried(kg): NM mass buried on this timestep (kg)
#\tbed_area(m2): area of this bed sediment (m2)
#\tsediment_mass(kg): total mass of fine sediment in this bed sediment (kg, *not* kg/m2)
#\tsediment_density(kg): average density of the sediment (kg/m3)
t,datetime,x,y,easts,norths,waterbody_type,m_np_total(kg),C_np_total(kg/m3),C_np_total(kg/kg),C_np_l1(kg/m3),C_np_l1(kg/kg),C_np_l2(kg/m3),C_np_l2(kg/kg),C_np_l3(kg/m3),C_np_l3(kg/kg),C_np_l4(kg/m3),C_np_l4(kg/kg),m_np_buried(kg),bed_area(m2),sediment_mass(kg),sediment_density(kg/m3)
5,2015-01-05T00:00:00.000,3,3,462500.000,202500.000,riv,22.959171689608620,6.2887257365519686E-002,6.4004470842865221E-004,6.4033372256596166E-002,6.4033372256596166E-002,6.3568890577354334E-002,6.3568890577354334E-002,6.2529976314918759E-002,6.2529976314918745E-002,6.1416790313209464E-002,6.1381384565832510E-002,2.8556242355941404,9127.1161935638593,35871.199913479089,98.254475878586092
5,2015-01-05T00:00:00.000,4,3,467500.000,202500.000,riv,6.8425396808770946,0.10557725701783958,1.0767449295283938E-003,0.11295614884897712,0.11295614884897712,0.10903917457565558,0.10903917457565558,0.10318093954354890,0.10318093954354890,9.7132765103176685E-002,9.7132765103176685E-002,0.34207317156625100,1620.2684240658909,6354.8380802443853,98.052244429032612
6,2015-01-06T00:00:00.000,1,1,452500.000,212500.000,riv,10.706509300618533,9.8921045115075587E-002,1.0077047475918503E-003,0.10085970181718407,0.10085970181718407,0.10026090901180594,0.10026090901180594,9.8717906490142754E-002,9.8717906490142754E-002,9.5845663141169629E-002,9.5845663141169629E-002,0.84346091644102905,2705.8219834497072,10624.649061348857,98.164710795965732
6,2015-01-06T00:00:00.000,2,1,457500.000,212500.000,riv,6.0769855361305583,0.10817019784836406,1.1029608723766157E-003,0.11154608052291154,0.11154608052291154,0.11034624013238270,0.11034624013238270,0.10768889107222386,0.10768889107222386,0.10309957966593801,0.10309957966593801,0.37464196270547073,1404.4962921489380,5509.7018292553885,98.072561373172974
6,2015-01-06T00:00:00.000,3,1,462500.000,212500.000,riv,8.7754376687478697,0.13680769426355280,1.3941555880829990E-003,0.14910373343355929,0.14910373343355929,0.14430101731697356,0.14430101731697356,0.13420902150846120,0.13420902150846120,0.11961700479521709,0.11961700479521709,0.49678923828129007,1603.6082458909025,6294.4464332093148,98.129430770110076
6,2015-01-06T00:00:00.000,1,2,452500.000,207500.000,riv,10.334461032701833,5.4253004073535338E-002,5.5206223783872124E-004,5.4171998774757639E-002,5.4171998774757639E-002,5.4161622266029490E-002,5.4161622266029483E-002,5.4108346857216306E-002,5.4108346857216306E-002,5.4570048396137931E-002,5.4570048396137931E-002,1.8657863962587469,4762.1608425994064,18719.739051814893,98.273347378243855
6,2015-01-06T00:00:00.000,2,2,457500.000,207500.000,riv,6.6889386425196005,9.2138156571039576E-002,9.3925555491806501E-004,9.4027088168892894E-002,9.4027088168892894E-002,9.3362910889127002E-002,9.3362910889127002E-002,9.1867587278583449E-002,9.1867587278583462E-002,8.9295039947554916E-002,8.9295039947554916E-002,0.43007601106554982,1814.9209407265992,7121.5321618226708,98.097004684818870
6,2015-01-06T00:00:00.000,3,2,462500.000,207500.000,riv,22.919962961567379,0.10555338815935328,1.0748510968282578E-003,0.10886525624083500,0.10886525624083497,0.10750918915563919,0.10750918915563917,0.10488366344818725,0.10488366344818723,0.10095544379275169,0.10094911976254846,1.6279762279749554,5428.5238668195007,21323.849442216822,98.202800807318582
6,2015-01-06T00:00:00.000,4,2,467500.000,207500.000,riv,6.4528765062841078,0.10819654674719249,1.1031931742589772E-003,0.11117656801243750,0.11117656801243750,0.10949331482611188,0.10949331482611188,0.10720597021922360,0.10720597021922360,0.10491033393099697,0.10491033393099695,0.40472293184787633,1491.0079952908902,5849.2716025174395,98.075794223318027
6,2015-01-06T00:00:00.000,1,3,452500.000,202500.000,riv,20.165513977230859,6.2609421845102167E-002,6.3687477044421087E-004,6.2762164731599984E-002,6.2762164731599984E-002,6.2638264206567956E-002,6.2638264206567970E-002,6.2353501096164589E-002,6.2353501096164603E-002,6.2683757346076091E-002,6.2639200771869533E-002,2.9650316523744187,8052.1085460010308,31663.232574224457,98.307272874749003
6,2015-01-06T00:00:00.000,2,3,457500.000,202500.000,riv,5.6873794745745103,8.6127618637578909E-002,8.7844264839583009E-004,8.7609585322683523E-002,8.7609585322683523E-002,8.6931512027566563E-002,8.6931512027566563E-002,8.5742601043019992E-002,8.5742601043019992E-002,8.4226776157045533E-002,8.4226776157045533E-002,0.40170882574623523,1650.8582530388960,6474.3890622347744,98.045807310085678
6,2015-01-06T00:00:00.000,3,3,462500.000,202500.000,riv,23.110846448387026,6.5308022594813983E-002,6.6471023955088585E-004,6.6128317763473693E-002,6.6128317763473693E-002,6.5720795746190191E-002,6.5720795746190191E-002,6.4947382328100337E-002,6.4947382328100337E-002,6.4435594541491684E-002,6.4392177755830476E-002,2.8152632163262994,8846.8636955752463,34768.302146213297,98.250363404871862
6,2015-01-06T00:00:00.000,4,3,467500.000,202500.000,riv,6.9606735642362842,0.11381471534174108,1.1607687339721757E-003,0.11983149375052289,0.11983149375052289,0.11660503571769515,0.11660503571769515,0.11200776970315240,0.11200776970315240,0.10681456219559388,0.10681456219559388,0.33851457769196619,1528.9485412583263,5996.6066973708967,98.051155248009380
7,2015-01-07T00:00:00.000,1,1,452500.000,212500.000,riv,11.519288718573909,9.5140513827560086E-002,9.6946421218049698E-004,9.1556290475121108E-002,9.1556290475121108E-002,9.3790105361848217E-002,9.3790105361848217E-002,9.6676585868718412E-002,9.6676585868718412E-002,9.8539073604552524E-002,9.8539073604552524E-002,0.94188976497478560,3026.9147476248968,11882.118570075923,98.137210876069560
7,2015-01-07T00:00:00.000,2,1,457500.000,212500.000,riv,6.6967508943895426,0.10564291808474810,1.0773054984101228E-003,0.10220824689044800,0.10220824689044800,0.10477502585781086,0.10477502585781086,0.10740774387929478,0.10740774387929478,0.10818065571143873,0.10818065571143873,0.43677731750939736,1584.7609961657281,6216.2041354773955,98.062172931127620
7,2015-01-07T00:00:00.000,3,1,462500.000,212500.000,riv,11.558470950383034,0.12907707288386885,1.3156080944656402E-003,0.11619834103601584,0.11619834103601584,0.12683462040127499,0.12683462040127497,0.13624781729394722,0.13624781729394722,0.13702751280423742,0.13702751280423742,0.91834557141763096,2238.6762711791189,8785.6490082464334,98.112099968719050
7,2015-01-07T00:00:00.000,1,2,452500.000,207500.000,riv,10.418989503334709,4.8933576204397027E-002,4.9787809748762604E-004,4.8377336378490558E-002,4.8377336378490558E-002,4.8410191108968825E-002,4.8410191108968825E-002,4.8667234410843023E-002,4.8667234410843030E-002,5.0279542919285769E-002,5.0279542919285769E-002,2.2378104048429335,5323.0269195413193,20926.788215650835,98.284251609628598
7,2015-01-07T00:00:00.000,2,2,457500.000,207500.000,riv,7.5217977602727455,8.2632898598722151E-002,8.4238634315395185E-004,7.7113930648645870E-002,7.7113930648645870E-002,7.9965396587050000E-002,7.9965396587050000E-002,8.4578615428940934E-002,8.4578615428940934E-002,8.8873651730251774E-002,8.8873651730251774E-002,0.60201652317150534,2275.6668518083270,8929.1544448721979,98.093825084270676
7,2015-01-07T00:00:00.000,3,2,462500.000,207500.000,riv,25.277273590653593,9.9272357126537647E-002,1.0110311625043790E-003,9.4324930173181276E-002,9.4324930173181276E-002,9.7387614278746176E-002,9.7387614278746176E-002,0.10137585747797322,0.10137585747797322,0.10400102657624984,0.10399680550673976,2.1694996625073362,6365.6376476044079,25001.478221542075,98.189215929442369
7,2015-01-07T00:00:00.000,4,2,467500.000,207500.000,riv,6.6862007510928638,0.11007289099032379,1.1224757372547921E-003,0.11076378111435552,0.11076378111435552,0.11069375974902285,0.11069375974902285,0.11006368945183767,0.11006368945183767,0.10877033364607902,0.10877033364607902,0.38104885222425067,1518.5848305576135,5956.6550342060136,98.062601566360811
7,2015-01-07T00:00:00.000,1,3,452500.000,202500.000,riv,20.555566985742772,5.8329534496568837E-002,5.9366217079384479E-004,5.7425277152808846E-002,5.7425277152808846E-002,5.7646246434788537E-002,5.7646246434788544E-002,5.8271221826538509E-002,5.8271221826538530E-002,5.9975392572139401E-002,5.9938883371889878E-002,3.0698884198604759,8810.1026446579417,34625.024124841701,98.253749971251480
7,2015-01-07T00:00:00.000,2,3,457500.000,202500.000,riv,5.8823810562597556,8.6429124008166242E-002,8.8151303027999683E-004,8.6091285821596031E-002,8.6091285821596017E-002,8.6372392083365085E-002,8.6372392083365085E-002,8.6642971607885630E-002,8.6642971607885644E-002,8.6609846519818262E-002,8.6609846519818262E-002,0.43951125021728910,1701.5043410556332,6673.0506007282993,98.046337421369259
7,2015-01-07T00:00:00.000,3,3,462500.000,202500.000,riv,23.813883542135681,5.9365125065721246E-002,6.0410937194210648E-004,5.8420692924211821E-002,5.8420692924211814E-002,5.8726403349431633E-002,5.8726403349431626E-002,5.9358726620049158E-002,5.9358726620049151E-002,6.0954677369192377E-002,6.0894377002823893E-002,3.5220050770361260,10028.566455496337,39419.821390252881,98.268836444090738
7,2015-01-07T00:00:00.000,4,3,467500.000,202500.000,riv,7.4518021075127843,0.11674938363900197,1.1906890512482660E-003,0.11756006166877969,0.11756006166877969,0.11792522195545362,0.11792522195545362,0.11706507221465440,0.11706507221465440,0.11444717871712019,0.11444717871712021,0.39480690865247603,1595.6834292836795,6258.3947502504043,98.051950269137905
8,2015-01-08T00:00:00.000,1,1,452500.000,212500.000,riv,11.154901772141679,9.2316571094482130E-002,9.4067932635224626E-004,9.1302200418488993E-002,9.1302200418488993E-002,9.1528241471655156E-002,9.1528241471655156E-002,9.2333328332395159E-002,9.2333328332395159E-002,9.4102514155389172E-002,9.4102514155389172E-002,0.89776924432894689,3020.8287334612432,11858.346898510046,98.138194928197350
8,2015-01-08T00:00:00.000,2,1,457500.000,212500.000,riv,6.5463832906189880,0.10303929751582659,1.0507542390496563E-003,0.10180529386893704,0.10180529386893704,0.10216889994557463,0.10216889994557463,0.10322370817758017,0.10322370817758017,0.10495928807121452,0.10495928807121452,0.42718609183614520,1588.3220273159741,6230.1754752279612,98.062223959257494
8,2015-01-08T00:00:00.000,3,1,462500.000,212500.000,riv,10.562653262138685,0.12016988938160950,1.2248324176866883E-003,0.11450865420149882,0.11450865420149882,0.11641213443277944,0.11641213443277944,0.12143802701855902,0.12143802701855902,0.12832074187360065,0.12832074187360065,0.84736261021482540,2197.4417952341219,8623.7538373519856,98.111290692788401
8,2015-01-08T00:00:00.000,1,2,452500.000,207500.000,riv,10.323491872594445,4.9093411822104853E-002,4.9947782639801503E-004,4.8998401033808439E-002,4.8998401033808439E-002,4.8994208317731783E-002,4.8994208317731783E-002,4.8963408117904887E-002,4.8963408117904887E-002,4.9417629818974330E-002,4.9417629818974330E-002,2.0594424084845975,5257.0659280876298,20668.568907337329,98.289471979451136
8,2015-01-08T00:00:00.000,2,2,457500.000,207500.000,riv,7.0040168820119417,7.9092061986459905E-002,8.0626817270370568E-004,7.8672096429242777E-002,7.8672096429242777E-002,7.8531117446463600E-002,7.8531117446463600E-002,7.8800160006685910E-002,7.8800160006685910E-002,8.0364874063447361E-002,8.0364874063447361E-002,0.51231766368199438,2213.8811603378631,8686.9569197119199,98.096470459990897
8,2015-01-08T00:00:00.000,3,2,462500.000,207500.000,riv,23.947088024339244,9.6318810087501525E-002,9.8092805225332563E-004,9.5602644062210723E-002,9.5602644062210723E-002,9.5521916847610064E-002,9.5521916847610064E-002,9.6091459002777824E-002,9.6091459002777824E-002,9.8059220437407488E-002,9.8051468486995683E-002,1.9446939883869745,6215.5794226079706,24412.685486289753,98.191513502182005
8,2015-01-08T00:00:00.000,4,2,467500.000,207500.000,riv,6.6921984574247739,0.11148424339676465,1.1367130736785857E-003,0.11238772241546367,0.11238772241546367,0.11183311386212290,0.11183311386212288,0.11115398091390874,0.11115398091390874,0.11056215639556323,0.11056215639556323,0.43355612232035240,1500.7050330848101,5887.3242618453796,98.075975352323297
8,2015-01-08T00:00:00.000,1,3,452500.000,202500.000,riv,20.175514038688000,5.8675706750452125E-002,5.9714774255154480E-004,5.8852756162759597E-002,5.8852756162759597E-002,5.8708765960780007E-002,5.8708765960780021E-002,5.8423738452112302E-002,5.8423738452112309E-002,5.8717566426156581E-002,5.8679086637584678E-002,2.8035885725160541,8596.1957712126004,33786.469580342564,98.259949036627816
8,2015-01-08T00:00:00.000,2,3,457500.000,202500.000,riv,5.7898380232810656,8.8050114251828931E-002,8.9805145083684981E-004,8.9152605603306040E-002,8.9152605603306040E-002,8.8479276003049098E-002,8.8479276003049084E-002,8.7571104497465690E-002,8.7571104497465690E-002,8.6997470903494897E-002,8.6997470903494897E-002,0.41324275727942733,1643.9042134956032,6447.1117082276323,98.045734651148734
8,2015-01-08T00:00:00.000,3,3,462500.000,202500.000,riv,23.397923165988384,5.9847043600980032E-002,6.0898164455339067E-004,5.9909058961494149E-002,5.9909058961494149E-002,5.9803246855881287E-002,5.9803246855881287E-002,5.9649894215337652E-002,5.9649894215337666E-002,6.0025974371207026E-002,5.9963048501859746E-002,3.1926449876183973,9774.0515993464960,38421.393116286359,98.273969562531093
8,2015-01-08T00:00:00.000,4,3,467500.000,202500.000,riv,7.4523465796458481,0.11813009173059394,1.2047731644794150E-003,0.11886856135018609,0.11886856135018607,0.11843891409701959,0.11843891409701959,0.11796271075497616,0.11796271075497616,0.11725018072019393,0.11725018072019393,0.39734335860629005,1577.1482602448389,6185.6844087874606,98.051728917483160
9,2015-01-09T00:00:00.000,1,1,452500.000,212500.000,riv,10.460092478822610,9.6907678754341475E-002,9.8718150500662306E-004,0.10119467235862416,0.10119467235862416,9.8300691628501108E-002,9.8300691628501108E-002,9.4863808255593707E-002,9.4863808255593707E-002,9.3271542774646859E-002,9.3271542774646832E-002,0.82299945007975495,2698.4684926619630,10595.916177291461,98.166019382313380
9,2015-01-09T00:00:00.000,2,1,457500.000,212500.000,riv,6.0712398412575821,0.10787613925991370,1.0999619897333532E-003,0.11288707567289545,0.11288707567289545,0.10922193223400635,0.10922193223400635,0.10549560307245492,0.10549560307245492,0.10389994606029807,0.10389994606029807,0.38263630284515254,1406.9932467485921,5519.4996717380545,98.072606387121084
9,2015-01-09T00:00:00.000,3,1,462500.000,212500.000,riv,8.2791125708509039,0.12977474300031608,1.3224878889397127E-003,0.14521421709480309,0.14521421709480312,0.13066858851685037,0.13066858851685037,0.12152914862199546,0.12152914862199546,0.12168701776761535,0.12168701776761535,0.52094675701835269,1594.9006263652029,6260.2558708409579,98.129248733129216
9,2015-01-09T00:00:00.000,1,2,452500.000,207500.000,riv,10.205731483154858,5.3731571043945943E-002,5.4673240868299215E-004,5.4335833302543456E-002,5.4335833302543456E-002,5.4219784969610593E-002,5.4219784969610593E-002,5.3633536411119294E-002,5.3633536411119294E-002,5.2737129492510464E-002,5.2737129492510464E-002,1.7410631349427661,4748.4800430103178,18666.776143267500,98.277640378733651
9,2015-01-09T00:00:00.000,2,2,457500.000,207500.000,riv,6.3667271059805417,8.7702899527669229E-002,8.9400641955150327E-004,9.4258396762780056E-002,9.4258396762780056E-002,9.0160380240437737E-002,9.0160380240437737E-002,8.4912185283271366E-002,8.4912185283271366E-002,8.1480635824187742E-002,8.1480635824187742E-002,0.39182501950710630,1814.8565448167874,7121.5675488935995,98.100972889732944
9,2015-01-09T00:00:00.000,3,2,462500.000,207500.000,riv,22.291564000929711,0.10285024623519881,1.0472906419602488E-003,0.10840390907201475,0.10840390907201475,0.10451616129555898,0.10451616129555898,0.10018935917077421,0.10018935917077421,9.8291555402447245E-002,9.8275599005355194E-002,1.5860421758573136,5418.4519034131599,21284.983468586950,98.206020482232660
9,2015-01-09T00:00:00.000,4,2,467500.000,207500.000,riv,6.5929681655611700,0.11436855496889899,1.1661352047099430E-003,0.11684408884118488,0.11684408884118488,0.11519658004059924,0.11519658004059925,0.11333853544658606,0.11333853544658606,0.11209501554722584,0.11209501554722584,0.40721922382872977,1441.1671798070645,5653.6910462291235,98.074866882478091
9,2015-01-09T00:00:00.000,1,3,452500.000,202500.000,riv,20.001633649415801,6.3026895790252155E-002,6.4106940656611093E-004,6.3863668036511598E-002,6.3863668036511598E-002,6.3545194875338371E-002,6.3545194875338371E-002,6.2691813853891915E-002,6.2691813853891915E-002,6.2006906395266667E-002,6.1952467459829387E-002,2.7903422510191147,7933.7693240719036,31200.418308143227,98.315245033850218
9,2015-01-09T00:00:00.000,2,3,457500.000,202500.000,riv,5.7614054547881004,9.1215322621951103E-002,9.3034084018875742E-004,9.3052863806960651E-002,9.3052863806960651E-002,9.2055563798419254E-002,9.2055563798419254E-002,9.0553136434816051E-002,9.0553136434816051E-002,8.9199726447608443E-002,8.9199726447608443E-002,0.39183699012293632,1579.0673699209883,6192.7900033058486,98.045059059692974
9,2015-01-09T00:00:00.000,3,3,462500.000,202500.000,riv,23.206926884289373,6.5104871416707621E-002,6.6260771138623037E-004,6.5905256289513728E-002,6.5905256289513728E-002,6.5646050861686109E-002,6.5646050861686123E-002,6.4855840672818840E-002,6.4855840672818854E-002,6.4012337842811767E-002,6.3958551077725093E-002,2.7679667086141180,8911.3636575930286,35023.629344334906,98.255529324436679
9,2015-01-09T00:00:00.000,4,3,467500.000,202500.000,riv,7.5086395540151694,0.11901756793924061,1.2138242570930323E-003,0.11961490960780272,0.11961490960780273,0.11927815166663490,0.11927815166663490,0.11880942565944182,0.11880942565944180,0.11836778482308291,0.11836778482308290,0.40138666465230716,1577.2124762454325,6185.9363166769190,98.051729683071088
10,2015-01-10T00:00:00.000,1,1,452500.000,212500.000,riv,10.797866183279806,0.10117262197609085,1.0306469858798258E-003,0.10339368477159050,0.10339368477159050,0.10245593756078639,0.10245593756078639,0.10054569966321873,0.10054569966321873,9.8295165908767704E-002,9.8295165908767704E-002,0.84463905460127975,2668.1789533888641,10476.784322094594,98.164185567110991
10,2015-01-10T00:00:00.000,2,1,457500.000,212500.000,riv,6.2780743578370384,0.11278361542925759,1.1500044498556684E-003,0.11597669571241258,0.11597669571241258,0.11447802871913615,0.11447802871913615,0.11182572157568234,0.11182572157568234,0.10885401570979926,0.10885401570979925,0.39101806944192652,1391.6193576230935,5459.1739698267847,98.072329583952907
10,2015-01-10T00:00:00.000,3,1,462500.000,212500.000,riv,8.8543441937816958,0.14086898111378421,1.4355552373542452E-003,0.15382090190039846,0.15382090190039846,0.14642932724329238,0.14642932724329236,0.13580081291143434,0.13580081291143434,0.12742488240001154,0.12742488240001154,0.51979347887043459,1571.3793628811354,6167.8881894509432,98.128568966393999
10,2015-01-10T00:00:00.000,1,2,452500.000,207500.000,riv,10.335496859817294,5.4968825167408190E-002,5.5935353663586732E-004,5.4910039358281655E-002,5.4910039358281655E-002,5.4896013027794614E-002,5.4896013027794614E-002,5.4824445554547019E-002,5.4824445554547019E-002,5.5244802729009439E-002,5.5244802729009439E-002,1.8373809897355855,4700.6176043224405,18477.574883996098,98.272061526612404
10,2015-01-10T00:00:00.000,2,2,457500.000,207500.000,riv,6.9048765579715337,9.6548928208980658E-002,9.8422827087418351E-004,0.10118869977422429,0.10118869977422429,9.8968299061273440E-002,9.8968299061273440E-002,9.5162006325551121E-002,9.5162006325551121E-002,9.0876707674873852E-002,9.0876707674873825E-002,0.42352378693789772,1787.9216373489701,7015.5234941978242,98.096072899050853
10,2015-01-10T00:00:00.000,3,2,462500.000,207500.000,riv,22.892070683544400,0.10864866415473456,1.1064001025291458E-003,0.11248551434462961,0.11248551434462964,0.11054226364028870,0.11054226364028868,0.10736841738111814,0.10736841738111814,0.10419846125290180,0.10418725273554882,1.5861625590328587,5267.4534411715767,20690.589806720804,98.200157344862902
10,2015-01-10T00:00:00.000,4,2,467500.000,207500.000,riv,6.6064246685889838,0.11791882129947528,1.2023439405209676E-003,0.12070376320624550,0.12070376320624550,0.11906491046842940,0.11906491046842940,0.11690344824794927,0.11690344824794927,0.11500316327527686,0.11500316327527688,0.39569430893557422,1400.6298450600871,5494.6213358271380,98.074117833855283
10,2015-01-10T00:00:00.000,1,3,452500.000,202500.000,riv,20.250866976485103,6.4641519014824483E-002,6.5754413350685664E-004,6.4800725056172848E-002,6.4800725056172848E-002,6.4676343456423965E-002,6.4676343456423965E-002,6.4382534868215519E-002,6.4382534868215505E-002,6.4706472678485602E-002,6.4653471740647422E-002,2.8980982767213472,7831.9893072450286,30797.730440513362,98.307498646629497
10,2015-01-10T00:00:00.000,2,3,457500.000,202500.000,riv,5.8256787720140659,9.4103781075589074E-002,9.5980454876581846E-004,9.5541922103120930E-002,9.5541922103120930E-002,9.4838379577745338E-002,9.4838379577745338E-002,9.3662139096086297E-002,9.3662139096086283E-002,9.2372683525403648E-002,9.2372683525403648E-002,0.39084834603656143,1547.6739711310449,6069.6511383542784,98.044733374720977
10,2015-01-10T00:00:00.000,3,3,462500.000,202500.000,riv,23.276584651367962,6.7552938217233752E-002,6.8757800817518839E-004,6.8198604682461444E-002,6.8198604682461431E-002,6.7830859204313906E-002,6.7830859204313892E-002,6.7187851818047151E-002,6.7187851818047151E-002,6.6994437164112575E-002,6.6947151757797072E-002,2.7627092064087164,8614.2016120706594,33853.009221663931,98.247671411884241
10,2015-01-10T00:00:00.000,4,3,467500.000,202500.000,riv,7.3532595222514390,0.12175295763194675,1.2415906827086881E-003,0.12439319594286534,0.12439319594286534,0.12250123216510053,0.12250123216510053,0.12060647746700288,0.12060647746700288,0.11951092495281827,0.11951092495281827,0.42626651151414791,1509.8729077362839,5922.4506309997169,98.062074182392521
