# NanoFASE model output data - SOIL.
# See summary.md for model run metadata.
# Columns:\n#\tt: timestep index\n#\tdatetime: datetime of this timestep
#\tx, y: grid cell (eastings and northings) index
#\teasts, norths: eastings and northings at the centre of this grid cell (m)
#\tp: soil profile index within this cell
#\tland_use: dominant land use of this soil profile
#\tm_np_total(kg), m_transformed_total(kg), m_dissolved_total(kg): NM mass (pristine, transformed and dissolved) in whole soil profile, sum of free and attached NM
#\tC_np_total(kg/kg), C_transformed_total(kg/kg), C_dissolved_total(kg/kg): NM concentration averaged over all soil layers, sum of free and attached NM
#\tC_np_li(kg/kg), C_transformed_li(kg/kg), C_dissolved_li(kg/kg): NM concentration for layer i, sum of free and attached
#\tm_soil_eroded(kg), m_np_eroded(kg), m_transformed_eroded(kg): mass of soil and NM eroded on this timestep
#\tm_np_buried(kg), m_transformed_buried(kg), m_dissolved_buried(kg): mass of NM buried on this timestep
#\tbulk_density(kg/m3): bulk density of this soil profile
t,datetime,x,y,easts,norths,p,land_use,m_np_total(kg),m_transformed_total(kg),m_dissolved_total(kg),C_np_total(kg/kg),C_transformed_total(kg/kg),C_dissolved_total(kg/kg),m_soil_eroded(kg),m_np_eroded(kg),m_transformed_eroded(kg),m_np_buried(kg),m_transformed_buried(kg),m_dissolved_buried(kg),bulk_density(kg/m3)
1,2015-01-01T00:00:00.000,3,3,462500.000,202500.000,1,arable,164267.55039781498,82133.775198907490,0.0000000000000000,1.2159011513662123E-005,6.0795057568310614E-006,0.0000000000000000,21238.619029580816,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1350.9942626953125
1,2015-01-01T00:00:00.000,4,3,467500.000,202500.000,1,arable,164267.55039781498,82133.775198907490,0.0000000000000000,1.2383453065221843E-005,6.1917265326109213E-006,0.0000000000000000,10842.806496190518,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1326.5084228515625
2,2015-01-02T00:00:00.000,1,1,452500.000,212500.000,1,arable,328531.20515602990,164265.60257801495,0.0000000000000000,2.7264447461536996E-005,1.3632223730768498E-005,0.0000000000000000,3826.2630588293355,0.41537233237838117,0.20768616618919059,0.0000000000000000,0.0000000000000000,0.0000000000000000,1204.9802246093750
2,2015-01-02T00:00:00.000,2,1,457500.000,212500.000,1,arable,328530.89358775516,164265.44679387758,0.0000000000000000,2.8279328617462538E-005,1.4139664308731269E-005,0.0000000000000000,6456.0569773671286,0.72694725442466956,0.36347362721233478,0.0000000000000000,0.0000000000000000,0.0000000000000000,1161.7351074218750
2,2015-01-02T00:00:00.000,3,1,462500.000,212500.000,1,arable,328528.65258969931,164264.32629484966,0.0000000000000000,2.5571044694358437E-005,1.2785522347179218E-005,0.0000000000000000,29150.432655300956,2.9679931222472686,1.4839965611236343,0.0000000000000000,0.0000000000000000,0.0000000000000000,1284.7681884765625
2,2015-01-02T00:00:00.000,4,1,467500.000,212500.000,1,arable,328529.65183315502,164264.82591657751,0.0000000000000000,2.5362557970492864E-005,1.2681278985246432E-005,0.0000000000000000,19495.063272807540,1.9687283476194444,0.98436417380972219,0.0000000000000000,0.0000000000000000,0.0000000000000000,1295.3332519531250
2,2015-01-02T00:00:00.000,1,2,452500.000,207500.000,1,arable,328531.61877049145,164265.80938524572,0.0000000000000000,2.4032708510916213E-005,1.2016354255458106E-005,0.0000000000000000,18.278185192141933,1.7490462151944788E-003,8.7452310759723938E-004,0.0000000000000000,0.0000000000000000,0.0000000000000000,1367.0186767578125
2,2015-01-02T00:00:00.000,2,2,457500.000,207500.000,1,arable,328530.48031985929,164265.24015992964,0.0000000000000000,2.5126090683017210E-005,1.2563045341508605E-005,0.0000000000000000,11397.201982754679,1.1402239673783001,0.57011198368915006,0.0000000000000000,0.0000000000000000,0.0000000000000000,1307.5272216796875
2,2015-01-02T00:00:00.000,3,2,462500.000,207500.000,1,arable,328530.27923434763,164265.13961717382,0.0000000000000000,2.5977057074914028E-005,1.2988528537457016E-005,0.0000000000000000,12968.005042664150,1.3413137692557044,0.67065688462785222,0.0000000000000000,0.0000000000000000,0.0000000000000000,1264.6939697265625
2,2015-01-02T00:00:00.000,4,2,467500.000,207500.000,1,arable,328531.22596884461,164265.61298442230,0.0000000000000000,2.5221244844686289E-005,1.2610622422343144E-005,0.0000000000000000,3928.9771663541978,0.39455907355277681,0.19727953677638840,0.0000000000000000,0.0000000000000000,0.0000000000000000,1302.5971679687500
2,2015-01-02T00:00:00.000,1,3,452500.000,202500.000,1,arable,328529.83328385261,164264.91664192631,0.0000000000000000,2.3749642311695306E-005,1.1874821155847653E-005,0.0000000000000000,18900.189453820472,1.7872737786384978,0.89363688931924889,0.0000000000000000,0.0000000000000000,0.0000000000000000,1383.3043212890625
2,2015-01-02T00:00:00.000,2,3,457500.000,202500.000,1,arable,328530.37648964563,164265.18824482284,0.0000000000000000,2.4456545590748481E-005,1.2228272795374240E-005,0.0000000000000000,12775.497436299716,1.2440563962604350,0.62202819813021748,0.0000000000000000,0.0000000000000000,0.0000000000000000,1343.3228759765625
2,2015-01-02T00:00:00.000,3,3,462500.000,202500.000,1,arable,328529.56528822106,164264.78264411053,0.0000000000000000,2.4317613291511201E-005,1.2158806645755601E-005,0.0000000000000000,21226.618348002383,2.0552751279982506,1.0276375639991253,0.0000000000000000,0.0000000000000000,0.0000000000000000,1350.9942626953125
2,2015-01-02T00:00:00.000,4,3,467500.000,202500.000,1,arable,328530.55190853501,164265.27595426750,0.0000000000000000,2.4766563208608531E-005,1.2383281604304267E-005,0.0000000000000000,10836.679870537688,1.0686337642652692,0.53431688213263462,0.0000000000000000,0.0000000000000000,0.0000000000000000,1326.5084228515625
3,2015-01-03T00:00:00.000,1,1,452500.000,212500.000,1,arable,492790.99081154738,246395.49540577369,0.0000000000000000,4.0896188452232914E-005,2.0448094226116457E-005,0.0000000000000000,3824.1845014335540,0.82838574745908133,0.41419287372954067,0.0000000000000000,0.0000000000000000,0.0000000000000000,1204.9802246093750
3,2015-01-03T00:00:00.000,2,1,457500.000,212500.000,1,arable,492790.05788411206,246395.02894205603,0.0000000000000000,4.2418452140485696E-005,2.1209226070242848E-005,0.0000000000000000,6452.5498256706660,1.4497647661400765,0.72488238307003827,0.0000000000000000,0.0000000000000000,0.0000000000000000,1161.7351074218750
3,2015-01-03T00:00:00.000,3,1,462500.000,212500.000,1,arable,492783.34770886361,246391.67385443184,0.0000000000000000,3.8355817398479226E-005,1.9177908699239610E-005,0.0000000000000000,29134.597139954971,5.9190847893839234,2.9595423946919617,0.0000000000000000,0.0000000000000000,0.0000000000000000,1284.7681884765625
3,2015-01-03T00:00:00.000,4,1,467500.000,212500.000,1,arable,492786.33971582557,246393.16985791278,0.0000000000000000,3.8043208697816232E-005,1.9021604348908116E-005,0.0000000000000000,19484.472885444236,3.9262575961927713,1.9631287980963856,0.0000000000000000,0.0000000000000000,0.0000000000000000,1295.3332519531250
3,2015-01-03T00:00:00.000,1,2,452500.000,207500.000,1,arable,492792.22929723060,246396.11464861530,0.0000000000000000,3.6048682460053880E-005,1.8024341230026943E-005,0.0000000000000000,18.268255854710493,3.4881639234741100E-003,1.7440819617370550E-003,0.0000000000000000,0.0000000000000000,0.0000000000000000,1367.0186767578125
3,2015-01-03T00:00:00.000,2,2,457500.000,207500.000,1,arable,492788.82043979689,246394.41021989845,0.0000000000000000,3.7688608307796491E-005,1.8844304153898246E-005,0.0000000000000000,11391.010631530726,2.2739675253790339,1.1369837626895170,0.0000000000000000,0.0000000000000000,0.0000000000000000,1307.5272216796875
3,2015-01-03T00:00:00.000,3,2,462500.000,207500.000,1,arable,492788.21833202324,246394.10916601162,0.0000000000000000,3.8965016263614482E-005,1.9482508131807241E-005,0.0000000000000000,12960.960377314299,2.6750026036313876,1.3375013018156938,0.0000000000000000,0.0000000000000000,0.0000000000000000,1264.6939697265625
3,2015-01-03T00:00:00.000,4,2,467500.000,207500.000,1,arable,492791.05313130387,246395.52656565193,0.0000000000000000,3.7831423091192185E-005,1.8915711545596093E-005,0.0000000000000000,3926.8428111304693,0.78687747916152118,0.39343873958076059,0.0000000000000000,0.0000000000000000,0.0000000000000000,1302.5971679687500
3,2015-01-03T00:00:00.000,1,3,452500.000,202500.000,1,arable,492786.88302992017,246393.44151496005,0.0000000000000000,3.5623894764357361E-005,1.7811947382178681E-005,0.0000000000000000,18889.922222329365,3.5643826345842533,1.7821913172921267,0.0000000000000000,0.0000000000000000,0.0000000000000000,1383.3043212890625
3,2015-01-03T00:00:00.000,2,3,457500.000,202500.000,1,arable,492788.50954225572,246394.25477112789,0.0000000000000000,3.6684293181629158E-005,1.8342146590814579E-005,0.0000000000000000,12768.557347687745,2.4810414704935186,1.2405207352467593,0.0000000000000000,0.0000000000000000,0.0000000000000000,1343.3228759765625
3,2015-01-03T00:00:00.000,3,3,462500.000,202500.000,1,arable,492786.08057624998,246393.04028812499,0.0000000000000000,3.6475807991221834E-005,1.8237903995610917E-005,0.0000000000000000,21215.087320502120,4.0988577538840669,2.0494288769420335,0.0000000000000000,0.0000000000000000,0.0000000000000000,1350.9942626953125
3,2015-01-03T00:00:00.000,4,3,467500.000,202500.000,1,arable,492789.03479697107,246394.51739848554,0.0000000000000000,3.7149332711699316E-005,1.8574666355849662E-005,0.0000000000000000,10830.793014159990,2.1311944641740412,1.0655972320870208,0.0000000000000000,0.0000000000000000,0.0000000000000000,1326.5084228515625
4,2015-01-04T00:00:00.000,1,1,452500.000,212500.000,1,arable,657046.93362989835,328523.46681494912,0.0000000000000000,5.4527610530051186E-005,2.7263805265025593E-005,0.0000000000000000,3822.1912187597673,1.2390884974326422,0.61954424871632108,0.0000000000000000,0.0000000000000000,0.0000000000000000,1204.9802246093750
4,2015-01-04T00:00:00.000,2,1,457500.000,212500.000,1,arable,657045.07129351154,328522.53564675577,0.0000000000000000,5.6557218362875607E-005,2.8278609181437803E-005,0.0000000000000000,6449.1865580865751,2.1685369980937392,1.0842684990468696,0.0000000000000000,0.0000000000000000,0.0000000000000000,1161.7351074218750
4,2015-01-04T00:00:00.000,3,1,462500.000,212500.000,1,arable,657031.67631939508,328515.83815969754,0.0000000000000000,5.1140094565070735E-005,2.5570047282535367E-005,0.0000000000000000,29119.411291138036,8.8536203277734149,4.4268101638867074,0.0000000000000000,0.0000000000000000,0.0000000000000000,1284.7681884765625
4,2015-01-04T00:00:00.000,4,1,467500.000,212500.000,1,arable,657037.64900318079,328518.82450159040,0.0000000000000000,5.0723444196454056E-005,2.5361722098227028E-005,0.0000000000000000,19474.316978427756,5.8728166655792808,2.9364083327896404,0.0000000000000000,0.0000000000000000,0.0000000000000000,1295.3332519531250
4,2015-01-04T00:00:00.000,1,2,452500.000,207500.000,1,arable,657049.40593401983,328524.70296700991,0.0000000000000000,4.8064405213655090E-005,2.4032202606827545E-005,0.0000000000000000,18.258733877446616,5.2175562526739173E-003,2.6087781263369591E-003,0.0000000000000000,0.0000000000000000,0.0000000000000000,1367.0186767578125
4,2015-01-04T00:00:00.000,2,2,457500.000,207500.000,1,arable,657042.60107546428,328521.30053773214,0.0000000000000000,5.0250777222114801E-005,2.5125388611057397E-005,0.0000000000000000,11385.073286164608,3.4013631889140030,1.7006815944570015,0.0000000000000000,0.0000000000000000,0.0000000000000000,1307.5272216796875
4,2015-01-04T00:00:00.000,3,2,462500.000,207500.000,1,arable,657041.39913399669,328520.69956699834,0.0000000000000000,5.1952599211442035E-005,2.5976299605721017E-005,0.0000000000000000,12954.204725816295,4.0012224077916061,2.0006112038958030,0.0000000000000000,0.0000000000000000,0.0000000000000000,1264.6939697265625
4,2015-01-04T00:00:00.000,4,2,467500.000,207500.000,1,arable,657047.05803445983,328523.52901722986,0.0000000000000000,5.0441307903984231E-005,2.5220653951992115E-005,0.0000000000000000,3924.7960197857583,1.1770010506301474,0.58850052531507369,0.0000000000000000,0.0000000000000000,0.0000000000000000,1302.5971679687500
4,2015-01-04T00:00:00.000,1,3,452500.000,202500.000,1,arable,657038.73357654316,328519.36678827158,0.0000000000000000,4.7497771363399440E-005,2.3748885681699720E-005,0.0000000000000000,18880.076213419274,5.3315343651338534,2.6657671825669267,0.0000000000000000,0.0000000000000000,0.0000000000000000,1383.3043212890625
4,2015-01-04T00:00:00.000,2,3,457500.000,202500.000,1,arable,657041.98045447771,328520.99022723886,0.0000000000000000,4.8911693712216143E-005,2.4455846856108072E-005,0.0000000000000000,12761.901982571113,3.7110998141480405,1.8555499070740207,0.0000000000000000,0.0000000000000000,0.0000000000000000,1343.3228759765625
4,2015-01-04T00:00:00.000,3,3,462500.000,202500.000,1,arable,657037.13170438225,328518.56585219112,0.0000000000000000,4.8633598236230763E-005,2.4316799118115381E-005,0.0000000000000000,21204.029363972306,6.1309868738326854,3.0654934369163427,0.0000000000000000,0.0000000000000000,0.0000000000000000,1350.9942626953125
4,2015-01-04T00:00:00.000,4,3,467500.000,202500.000,1,arable,657043.02898045117,328521.51449022559,0.0000000000000000,4.9531763829838190E-005,2.4765881914919095E-005,0.0000000000000000,10825.147671460023,3.1878062890336465,1.5939031445168232,0.0000000000000000,0.0000000000000000,0.0000000000000000,1326.5084228515625
5,2015-01-05T00:00:00.000,1,1,452500.000,212500.000,1,arable,821299.05960787868,410649.52980393928,0.0000000000000000,6.8158715852437678E-005,3.4079357926218832E-005,0.0000000000000000,3820.2838014606477,1.6475286103235296,0.82376430516176480,0.0000000000000000,0.0000000000000000,0.0000000000000000,1204.9802246093750
5,2015-01-05T00:00:00.000,2,1,457500.000,212500.000,1,arable,821295.96151772223,410647.98075886111,0.0000000000000000,7.0695629669149002E-005,3.5347814834574501E-005,0.0000000000000000,6445.9681712236252,2.8833480204500508,1.4416740102250254,0.0000000000000000,0.0000000000000000,0.0000000000000000,1161.7351074218750
5,2015-01-05T00:00:00.000,3,1,462500.000,212500.000,1,arable,821273.67842029966,410636.83921014977,0.0000000000000000,6.3923879307457688E-005,3.1961939653728837E-005,0.0000000000000000,29104.879608744897,11.771943446366823,5.8859717231834114,0.0000000000000000,0.0000000000000000,0.0000000000000000,1284.7681884765625
5,2015-01-05T00:00:00.000,4,1,467500.000,212500.000,1,arable,821283.61420361197,410641.80710180593,0.0000000000000000,6.3403267130461417E-005,3.1701633565230708E-005,0.0000000000000000,19464.598561172530,7.8086334068453933,3.9043167034226962,0.0000000000000000,0.0000000000000000,0.0000000000000000,1295.3332519531250
5,2015-01-05T00:00:00.000,1,2,452500.000,207500.000,1,arable,821303.17241604556,410651.58620802278,0.0000000000000000,6.0079878507993550E-005,3.0039939253996775E-005,0.0000000000000000,18.249622081917686,6.9374253882063400E-003,3.4687126941031700E-003,0.0000000000000000,0.0000000000000000,0.0000000000000000,1367.0186767578125
5,2015-01-05T00:00:00.000,2,2,457500.000,207500.000,1,arable,821291.85219190526,410645.92609595263,0.0000000000000000,6.2812599717705910E-005,3.1406299858852948E-005,0.0000000000000000,11379.391706019906,4.5225428558372052,2.2612714279186026,0.0000000000000000,0.0000000000000000,0.0000000000000000,1307.5272216796875
5,2015-01-05T00:00:00.000,3,2,462500.000,207500.000,1,arable,821289.85270729731,410644.92635364865,0.0000000000000000,6.4939808374882572E-005,3.2469904187441286E-005,0.0000000000000000,12947.740090015486,5.3201283599614797,2.6600641799807399,0.0000000000000000,0.0000000000000000,0.0000000000000000,1264.6939697265625
5,2015-01-05T00:00:00.000,4,2,467500.000,207500.000,1,arable,821299.26656125707,410649.63328062848,0.0000000000000000,6.3050901270088428E-005,3.1525450635044207E-005,0.0000000000000000,3922.8373988285157,1.5649754088458536,0.78248770442292670,0.0000000000000000,0.0000000000000000,0.0000000000000000,1302.5971679687500
5,2015-01-05T00:00:00.000,1,3,452500.000,202500.000,1,arable,821285.41843635647,410642.70921817818,0.0000000000000000,5.9371274531472389E-005,2.9685637265736194E-005,0.0000000000000000,18870.654344675138,7.0889357979704100,3.5444678989852050,0.0000000000000000,0.0000000000000000,0.0000000000000000,1383.3043212890625
5,2015-01-05T00:00:00.000,2,3,457500.000,202500.000,1,arable,821290.81976030394,410645.40988015197,0.0000000000000000,6.1138749455529005E-005,3.0569374727764503E-005,0.0000000000000000,12755.533313078144,4.9343753451568100,2.4671876725784050,0.0000000000000000,0.0000000000000000,0.0000000000000000,1343.3228759765625
5,2015-01-05T00:00:00.000,3,3,462500.000,202500.000,1,arable,821282.75365608523,410641.37682804262,0.0000000000000000,6.0790986615998771E-005,3.0395493307999379E-005,0.0000000000000000,21193.447755124118,8.1519003678737523,4.0759501839368752,0.0000000000000000,0.0000000000000000,0.0000000000000000,1350.9942626953125
5,2015-01-05T00:00:00.000,4,3,467500.000,202500.000,1,arable,821292.56403181597,410646.28201590799,0.0000000000000000,6.1913858792399595E-005,3.0956929396199798E-005,0.0000000000000000,10819.745515274662,4.2385928499943315,2.1192964249971658,0.0000000000000000,0.0000000000000000,0.0000000000000000,1326.5084228515625
6,2015-01-06T00:00:00.000,1,1,452500.000,212500.000,1,arable,985547.39447617019,492773.69723808509,0.0000000000000000,8.1789506554753627E-005,4.0894753277376814E-005,0.0000000000000000,3818.4628147451094,2.0537538799375659,1.0268769399687829,0.0000000000000000,0.0000000000000000,0.0000000000000000,1204.9802246093750
6,2015-01-06T00:00:00.000,2,1,457500.000,212500.000,1,arable,985542.75595645164,492771.37797822582,0.0000000000000000,8.4833688417821791E-005,4.2416844208910889E-005,0.0000000000000000,6442.8956187593030,3.5942814930013767,1.7971407465006883,0.0000000000000000,0.0000000000000000,0.0000000000000000,1161.7351074218750
6,2015-01-06T00:00:00.000,3,1,462500.000,212500.000,1,arable,985509.39344958880,492754.69672479434,0.0000000000000000,7.6707174695299739E-005,3.8353587347649870E-005,0.0000000000000000,29091.006398826652,14.674396165014405,7.3371980825072018,0.0000000000000000,0.0000000000000000,0.0000000000000000,1284.7681884765625
6,2015-01-06T00:00:00.000,4,1,467500.000,212500.000,1,arable,985524.26938005735,492762.13469002867,0.0000000000000000,7.6082680129504264E-005,3.8041340064752132E-005,0.0000000000000000,19455.320513455321,9.7339345546755958,4.8669672773377979,0.0000000000000000,0.0000000000000000,0.0000000000000000,1295.3332519531250
6,2015-01-06T00:00:00.000,1,2,452500.000,207500.000,1,arable,985553.55226007849,492776.77613003924,0.0000000000000000,7.2095104063365462E-005,3.6047552031682724E-005,0.0000000000000000,18.240923168145333,8.6479725307185059E-003,4.3239862653592529E-003,0.0000000000000000,0.0000000000000000,0.0000000000000000,1367.0186767578125
6,2015-01-06T00:00:00.000,2,2,457500.000,207500.000,1,arable,985536.60340440401,492768.30170220195,0.0000000000000000,7.5374078059553925E-005,3.7687039029776956E-005,0.0000000000000000,11373.967574671429,5.6376377793652139,2.8188188896826070,0.0000000000000000,0.0000000000000000,0.0000000000000000,1307.5272216796875
6,2015-01-06T00:00:00.000,3,2,462500.000,207500.000,1,arable,985533.60974597710,492766.80487298849,0.0000000000000000,7.7926646180930486E-005,3.8963323090465243E-005,0.0000000000000000,12941.568385522965,6.6318748794881222,3.3159374397440611,0.0000000000000000,0.0000000000000000,0.0000000000000000,1264.6939697265625
6,2015-01-06T00:00:00.000,4,2,467500.000,207500.000,1,arable,985547.70433092618,492773.85216546309,0.0000000000000000,7.5660205156285519E-005,3.7830102578142753E-005,0.0000000000000000,3920.9675286404008,1.9508459522301043,0.97542297611505213,0.0000000000000000,0.0000000000000000,0.0000000000000000,1302.5971679687500
6,2015-01-06T00:00:00.000,1,3,452500.000,202500.000,1,arable,985526.97069750691,492763.48534875340,0.0000000000000000,7.1244406660540621E-005,3.5622203330270297E-005,0.0000000000000000,18861.659408000000,8.8367927479546715,4.4183963739773349,0.0000000000000000,0.0000000000000000,0.0000000000000000,1383.3043212890625
6,2015-01-06T00:00:00.000,2,3,457500.000,202500.000,1,arable,985535.05763197923,492767.52881598962,0.0000000000000000,7.3365462657658020E-005,3.6682731328829010E-005,0.0000000000000000,12749.453226383053,6.1510112778479540,3.0755056389239770,0.0000000000000000,0.0000000000000000,0.0000000000000000,1343.3228759765625
6,2015-01-06T00:00:00.000,3,3,462500.000,202500.000,1,arable,985522.98095937027,492761.49047968513,0.0000000000000000,7.2947975686274034E-005,3.6473987843137017E-005,0.0000000000000000,21183.345629516643,10.161834950213553,5.0809174751067756,0.0000000000000000,0.0000000000000000,0.0000000000000000,1350.9942626953125
6,2015-01-06T00:00:00.000,4,3,467500.000,202500.000,1,arable,985537.66918241105,492768.83459120552,0.0000000000000000,7.4295619803014108E-005,3.7147809901507054E-005,0.0000000000000000,10814.588146379372,5.2836771541998431,2.6418385770999211,0.0000000000000000,0.0000000000000000,0.0000000000000000,1326.5084228515625
7,2015-01-07T00:00:00.000,1,1,452500.000,212500.000,1,arable,1149791.9637019420,574895.98185097100,0.0000000000000000,9.5419984750491751E-005,4.7709992375245869E-005,0.0000000000000000,3816.7287982108146,2.4578118558454283,1.2289059279227141,0.0000000000000000,0.0000000000000000,0.0000000000000000,1204.9802246093750
7,2015-01-07T00:00:00.000,2,1,457500.000,212500.000,1,arable,1149785.4817101350,574892.74085506750,0.0000000000000000,9.8971396941649023E-005,4.9485698470824511E-005,0.0000000000000000,6439.9698111572152,4.3014206476423853,2.1507103238211926,0.0000000000000000,0.0000000000000000,0.0000000000000000,1161.7351074218750
7,2015-01-07T00:00:00.000,3,1,462500.000,212500.000,1,arable,1149738.8602884107,574869.43014420522,0.0000000000000000,8.9489983754913072E-005,4.4744991877456536E-005,0.0000000000000000,29077.795772314850,17.561318743038274,8.7806593715191372,0.0000000000000000,0.0000000000000000,0.0000000000000000,1284.7681884765625
7,2015-01-07T00:00:00.000,4,1,467500.000,212500.000,1,arable,1149759.6481535314,574879.82407676568,0.0000000000000000,8.8761685789131957E-005,4.4380842894565978E-005,0.0000000000000000,19446.485584561931,11.648945679955730,5.8244728399778642,0.0000000000000000,0.0000000000000000,0.0000000000000000,1295.3332519531250
7,2015-01-07T00:00:00.000,1,2,452500.000,207500.000,1,arable,1149800.5687668296,574900.28438341466,0.0000000000000000,8.4110083584261846E-005,4.2055041792130923E-005,0.0000000000000000,18.232639713805479,1.0349397853901180E-002,5.1746989269505902E-003,0.0000000000000000,0.0000000000000000,0.0000000000000000,1367.0186767578125
7,2015-01-07T00:00:00.000,2,2,457500.000,207500.000,1,arable,1149776.8839815184,574888.44199075922,0.0000000000000000,8.7935214486125276E-005,4.3967607243062638E-005,0.0000000000000000,11368.802499406365,6.7467785405969591,3.3733892702984782,0.0000000000000000,0.0000000000000000,0.0000000000000000,1307.5272216796875
7,2015-01-07T00:00:00.000,3,2,462500.000,207500.000,1,arable,1149772.7005742646,574886.35028713220,0.0000000000000000,9.0913115027337958E-005,4.5456557513668979E-005,0.0000000000000000,12935.691441147981,7.9366155945191688,3.9683077972595844,0.0000000000000000,0.0000000000000000,0.0000000000000000,1264.6939697265625
7,2015-01-07T00:00:00.000,4,2,467500.000,207500.000,1,arable,1149792.3967015748,574896.19835078728,0.0000000000000000,8.8269221509309869E-005,4.4134610754654934E-005,0.0000000000000000,3919.1869633043079,2.3346578472238799,1.1673289236119400,0.0000000000000000,0.0000000000000000,0.0000000000000000,1302.5971679687500
